,disease_id,disease_name,disease_size,median_comp,null_medians_comp,pvalue_comp
238,C4024753,Abnormality of the retinal vasculature,56,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
239,C1836623,Low to undetectable plasma cortisol,12,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
240,C4024756,Abnormality of macular pigmentation,15,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
241,C0452138,"Sensorineural hearing loss, bilateral",17,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00048599 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.000383   0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00027602
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.03
242,C0424448,Mask-like facies,25,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
243,C0149725,Lower respiratory tract infection,12,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
244,C0149721,Left Ventricular Hypertrophy,47,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
245,C0036651,Senile lentigo,10,0.003928372795603085,"[0.00103414 0.00052495 0.00151319 0.00088859 0.00090855 0.00037371
 0.0017586  0.0006387  0.00043436 0.00084328 0.0014362  0.00084564
 0.00070468 0.00027245 0.00204117 0.00128051 0.00104639 0.00122775
 0.00135922 0.00097972 0.00136766 0.00181492 0.00145031 0.00107779
 0.00075647 0.00109502 0.00049236 0.00116268 0.00104783 0.00127213
 0.00058171 0.00122208 0.00148087 0.00085014 0.00104334 0.00063204
 0.00082205 0.00050405 0.00131331 0.00079092 0.00151224 0.00083991
 0.00125895 0.00093479 0.00106837 0.00078093 0.00213678 0.00108685
 0.00136429 0.00132398 0.00099737 0.00115076 0.00132135 0.0015345
 0.00055278 0.00107283 0.00155916 0.00053309 0.00109628 0.0015781
 0.00088297 0.00064301 0.00063394 0.00113756 0.00168196 0.00100918
 0.00090662 0.00114272 0.00088748 0.00136496 0.0007696  0.00063301
 0.00054177 0.00059006 0.00094624 0.00053774 0.00064891 0.0012835
 0.00149629 0.00073247 0.00133264 0.00100614 0.0011854  0.00104164
 0.00117693 0.00074695 0.00136067 0.0011265  0.00060935 0.00099747
 0.0008627  0.00131728 0.00059777 0.00136149 0.00102388 0.0007251
 0.00089637 0.00071102 0.00058516 0.00079552]",0.0
246,C0079541,Holoprosencephaly,15,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
247,C0018798,Congenital Heart Defects,56,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
248,C0266061,Open Bite,21,0.0008829713763361945,"[0.00059273 0.00022671 0.000463   0.0009432  0.0008547  0.00079514
 0.00086795 0.00058193 0.00091605 0.0007043  0.00058999 0.00066227
 0.00038689 0.00048024 0.00047037 0.000258   0.00075111 0.00063034
 0.         0.00081924 0.00056423 0.00056901 0.         0.00058262
 0.00024937 0.00072619 0.00060124 0.00019553 0.00082534 0.00072863
 0.0005463  0.00062219 0.00058052 0.00061206 0.00055008 0.00081948
 0.00077674 0.00061434 0.00046862 0.00052772 0.00087571 0.000815
 0.0002042  0.00037175 0.00098092 0.00081571 0.         0.
 0.         0.00056796 0.00029746 0.         0.00104276 0.
 0.         0.00039364 0.00036132 0.00049544 0.00051577 0.00056903
 0.00078641 0.0008429  0.00047477 0.00097119 0.         0.00041636
 0.00048915 0.00073176 0.00033237 0.00022781 0.000715   0.00043867
 0.00054279 0.00043763 0.00064841 0.00050386 0.00070282 0.0006578
 0.         0.0006048  0.00065132 0.00062909 0.00073398 0.00082061
 0.00067545 0.00053393 0.         0.00049091 0.00051568 0.00055944
 0.00056425 0.00058596 0.0004796  0.00084922 0.00033435 0.00044624
 0.00018521 0.00075734 0.         0.00037867]",0.05
249,C3489733,Oculomotor apraxia,25,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
250,C0020179,Huntington Disease,12,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
251,C4024996,Aplasia/Hypoplasia of the lungs,13,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
252,C0011875,Diabetic Angiopathies,16,0.0005960277999273791,"[0.00033608 0.         0.         0.00054235 0.         0.
 0.00055901 0.00058774 0.         0.00029061 0.         0.
 0.         0.         0.         0.         0.         0.00017468
 0.         0.00051956 0.         0.00058208 0.         0.00038824
 0.         0.00029727 0.00014706 0.         0.         0.00024346
 0.         0.         0.         0.         0.         0.
 0.00034875 0.         0.00058556 0.         0.00020196 0.00028408
 0.         0.         0.00063831 0.         0.00025095 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00066417 0.         0.         0.         0.         0.
 0.         0.         0.00061843 0.         0.         0.00075568
 0.00027448 0.         0.00039443 0.00042749 0.         0.
 0.         0.         0.         0.00016432 0.         0.00062284
 0.         0.         0.         0.         0.00019046 0.
 0.         0.00045114 0.         0.00038959 0.         0.
 0.         0.         0.         0.0004359 ]",0.05
253,C0235833,Congenital diaphragmatic hernia,37,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
254,C0266539,Congenital total cataract,15,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
255,C0036421,Systemic Scleroderma,12,0.0001231415040493294,"[5.69729064e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.04229925e-04 4.85527737e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.13547235e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.32359837e-04 0.00000000e+00 0.00000000e+00 2.31844270e-04
 8.56641621e-04 0.00000000e+00 0.00000000e+00 8.85278774e-04
 0.00000000e+00 0.00000000e+00 2.56387717e-04 0.00000000e+00
 3.48636152e-04 3.58510207e-04 0.00000000e+00 3.38134812e-04
 0.00000000e+00 0.00000000e+00 7.01967204e-05 0.00000000e+00
 1.32994208e-03 2.90487132e-04 0.00000000e+00 8.08447197e-04
 0.00000000e+00 5.51392677e-04 1.27635838e-04 3.03724792e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.23304656e-04
 0.00000000e+00 1.10041569e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 4.97128444e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.02586544e-03 0.00000000e+00 3.03186146e-04
 0.00000000e+00 1.73549972e-04 4.25002306e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.86885958e-04 0.00000000e+00
 0.00000000e+00 5.35814535e-04 3.16852314e-04 5.42256331e-04
 5.37051587e-04 0.00000000e+00 2.99317341e-04 0.00000000e+00
 3.52698242e-04 0.00000000e+00 4.33704180e-04 5.58806058e-04
 7.98343289e-04 9.80327030e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 4.12787044e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.56411790e-04 5.18733348e-04 0.00000000e+00]",0.36
256,C0578626,blue iris (physical finding),17,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
257,C0030305,Pancreatitis,44,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
258,C1853193,Recurrent skin infections,21,0.0003907983263909301,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00036485
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.0
259,C0155119,Recurrent erosion of cornea,10,0.0,"[0.         0.         0.         0.         0.00047987 0.
 0.00084059 0.         0.         0.         0.         0.
 0.         0.00113052 0.         0.         0.         0.
 0.         0.00041963 0.         0.         0.         0.
 0.         0.         0.001339   0.00029479 0.         0.
 0.         0.00145654 0.         0.         0.         0.
 0.         0.         0.00035375 0.         0.         0.
 0.         0.         0.00075607 0.         0.         0.00098637
 0.         0.00079516 0.         0.00100167 0.         0.00052293
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00027282
 0.         0.00077706 0.00062215 0.         0.         0.
 0.         0.         0.         0.00052462 0.         0.
 0.         0.00111113 0.         0.00030537 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.19
260,C0032914,Pre-Eclampsia,21,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
261,C1277241,Delayed myelination,22,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
262,C0242584,Autoimmune thrombocytopenia,22,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
263,C0000731,Abdomen distended,42,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
264,C0000737,Abdominal Pain,99,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
265,C1843005,Absent eyelashes,16,0.0,"[0.00055828 0.         0.         0.         0.00031965 0.0006937
 0.00051099 0.00031455 0.00012334 0.00082475 0.00051416 0.00051893
 0.         0.         0.00045552 0.00068606 0.         0.00041202
 0.         0.         0.         0.         0.         0.00086599
 0.         0.00044304 0.         0.         0.00108322 0.
 0.00012675 0.00090455 0.         0.         0.00036854 0.00049894
 0.00059488 0.00038587 0.00058395 0.00017245 0.         0.00031941
 0.         0.0002616  0.         0.         0.         0.00019288
 0.         0.         0.00020816 0.         0.00016321 0.
 0.         0.         0.         0.         0.         0.00014323
 0.0003402  0.         0.00032596 0.0002295  0.         0.00031148
 0.         0.00048351 0.00054389 0.         0.         0.
 0.00074011 0.         0.         0.00077222 0.         0.
 0.00062554 0.         0.00044182 0.         0.00043598 0.
 0.00036777 0.         0.         0.00039528 0.00030394 0.
 0.         0.00053154 0.00024058 0.00024695 0.00064944 0.
 0.00018734 0.         0.         0.        ]",0.48
266,C0424688,Small head,371,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
267,C3714745,Malabsorption,83,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
268,C1405984,Absent radius,15,0.0,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 4.48104078e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.39125308e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 4.52584902e-04
 6.37416007e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.90051561e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 4.69716698e-05
 0.00000000e+00 1.20358519e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.97542957e-04
 0.00000000e+00 4.55361456e-04 0.00000000e+00 0.00000000e+00
 5.28521591e-04 5.28614487e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.75222035e-04 0.00000000e+00 3.99732919e-04
 0.00000000e+00 4.99225519e-04 0.00000000e+00 0.00000000e+00
 1.18068340e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.49944627e-04 0.00000000e+00 6.81527604e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.22521803e-04 0.00000000e+00
 0.00000000e+00 6.66866731e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.83968904e-04 1.09822288e-04
 5.21583688e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.12470479e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.11977771e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.94495769e-04 0.00000000e+00 0.00000000e+00 1.25415539e-04]",0.26
269,C0857379,Auricular malformation,41,0.0003787172453926215,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
270,C0036337,Schizoaffective Disorder,19,0.0,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.0005018 0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.       ]",0.01
271,C0853897,Diabetic Cardiomyopathies,10,0.0013478313050356446,"[0.         0.         0.00063191 0.         0.         0.00091228
 0.         0.00066842 0.         0.00114724 0.         0.00085628
 0.         0.         0.         0.00083753 0.         0.00055797
 0.00067987 0.0005809  0.         0.00074691 0.         0.
 0.         0.00100393 0.00039833 0.         0.         0.00038202
 0.         0.00074506 0.00052346 0.00143502 0.00026019 0.00106999
 0.         0.00055396 0.         0.         0.00041045 0.00154154
 0.         0.         0.0014346  0.         0.         0.00039662
 0.         0.         0.         0.         0.         0.
 0.00086286 0.00128532 0.00044321 0.00054264 0.         0.
 0.         0.         0.00019765 0.         0.         0.
 0.         0.         0.0007362  0.         0.00043523 0.
 0.         0.         0.         0.00078624 0.         0.
 0.         0.         0.         0.         0.         0.00046806
 0.         0.         0.         0.         0.         0.
 0.         0.00079292 0.         0.00057296 0.00018858 0.00043523
 0.         0.00047261 0.00070538 0.        ]",0.03
